1.329322	-0.331958	2
9.551888	9.531490	1
14.773553	14.772174	0
7.328289	6.330519	1
1.518148	1.066900	2
16.720368	17.285767	0
-1.719925	-3.356631	2
7.366504	8.507948	1
8.862036	9.029112	1
5.972054	5.098871	1
1.945187	0.640288	2
9.041267	8.978818	1
8.628258	9.182273	1
1.224531	1.808213	2
15.495420	15.526049	0
8.524594	8.581505	1
8.178218	6.550915	1
14.071727	12.338370	0
6.169609	5.171421	1
6.907498	7.244148	1
15.021725	13.780281	0
-1.127084	-1.252327	2
6.105445	6.315011	1
0.260246	1.029448	2
7.203664	6.639664	1
6.988326	8.580409	1
15.094762	16.645895	0
-0.643732	-0.756472	2
-2.417265	-2.342295	2
-0.382552	-1.522752	2
15.213449	14.808630	0
0.178909	-1.551962	2
6.592664	6.217399	1
0.758156	1.294721	2
16.860446	15.416328	0
9.000980	7.571922	1
2.718052	3.675543	2
0.630671	0.228783	2
16.811467	16.383556	0
16.505577	17.261091	0
0.914354	0.406550	2
15.161060	16.568487	0
0.069081	-0.896613	2
15.033908	14.277606	0
14.360667	14.138530	0
16.341705	16.945471	0
15.335709	15.630018	0
16.147784	16.099791	0
0.284142	-0.294185	2
0.420674	-0.640285	2
1.495415	0.109384	2
7.310440	6.931888	1
10.035318	9.839798	1
1.144472	2.017510	2
9.572058	8.858986	1
16.823403	16.531143	0
7.805935	9.355843	1
15.995407	15.438305	0
0.166487	-0.590629	2
15.359339	14.741537	0
13.618130	12.302530	0
17.726348	19.052464	0
1.604199	-0.618019	2
16.450921	14.771056	0
1.190000	0.588636	2
6.988202	6.103557	1
8.942390	7.960091	1
14.679990	15.305652	0
0.969891	1.432908	2
16.290436	14.579115	0
7.978487	5.840219	1
17.273860	15.871363	0
16.381666	15.761171	0
17.609504	18.637918	0
16.120580	14.289764	0
8.631736	8.680006	1
0.149472	-1.598295	2
-1.384055	-2.842352	2
15.867359	13.075773	0
0.122031	1.041463	2
8.090349	7.308627	1
8.008994	7.971927	1
8.229955	7.731777	1
-0.799790	-0.714571	2
16.047574	16.148669	0
17.262955	18.684361	0
14.229450	13.179752	0
-0.256898	-0.934831	2
-0.356973	-0.684390	2
-0.328974	-0.187430	2
17.137969	18.607197	0
16.954761	16.600313	0
7.551978	8.717772	1
17.497937	17.664647	0
15.825556	15.156444	0
7.445298	7.251980	1
14.466623	14.947046	0
5.914845	5.697370	1
16.171244	14.496884	0
1.353996	-0.973911	2
-0.989334	-0.804417	2
8.763632	8.540567	1
16.559846	16.612837	0
14.550278	16.185098	0
15.748045	14.894964	0
8.138680	7.737425	1
0.496302	-0.254482	2
16.179140	15.816430	0
1.988575	2.784099	2
16.164198	15.771600	0
14.916875	15.423283	0
-1.731921	-2.801716	2
17.246127	16.692306	0
-0.776800	-0.825893	2
-0.589193	0.071552	2
16.332224	14.164224	0
7.750877	6.878272	1
15.323954	17.262313	0
-0.404739	0.097070	2
14.456638	14.954812	0
17.578745	18.187647	0
18.014928	18.852236	0
-1.555623	-1.685789	2
7.577562	6.964340	1
16.397930	16.026619	0
0.956110	0.487838	2
15.777213	15.288825	0
8.554059	9.238706	1
6.571460	6.609977	1
5.077581	4.366742	1
-0.409113	-1.492438	2
16.033719	15.528373	0
13.882262	13.716863	0
8.248041	7.424686	1
8.960694	8.644914	1
8.120855	9.384365	1
9.167822	8.399244	1
17.829449	17.407415	0
0.885613	1.077402	2
17.755436	18.428245	0
6.972537	6.854794	1
0.041238	0.966235	2
16.064416	15.008570	0
7.034181	7.793056	1
8.529049	8.212525	1
16.746959	15.234786	0
-0.012291	1.871905	2
1.073855	-0.129384	2
16.616653	17.100693	0
16.832880	15.857758	0
9.400340	10.134964	1
7.244976	7.637307	1
9.484171	9.787774	1
16.626007	18.352287	0
0.900370	0.307959	2
7.531270	8.434215	1
-1.091202	-0.668798	2
1.436535	1.026922	2
-0.006916	-0.769333	2
7.560168	6.962389	1
8.416882	5.467278	1
-1.849918	-0.630112	2
8.385540	8.994892	1
-1.582179	-2.374243	2
15.264085	14.557781	0
0.731165	1.581427	2
7.822207	7.409042	1
0.479463	0.749604	2
8.406447	7.042998	1
8.993033	9.803490	1
0.671406	0.981892	2
1.511124	1.851239	2
-0.871149	-1.341735	2
9.785136	10.123553	1
8.222177	9.384744	1
-1.210176	-0.999886	2
8.954690	8.098475	1
-1.231499	-0.603951	2
0.576988	-0.378500	2
-0.178601	0.799203	2
-0.299939	-0.367823	2
9.187996	9.304338	1
16.320663	15.835074	0
9.136275	8.618252	1
13.903184	15.086589	0
15.855051	16.961068	0
15.715516	15.172783	0
-1.364080	-2.002441	2
8.387983	8.891853	1
0.429885	2.486738	2
16.061775	15.826733	0
1.327033	2.226415	2
-0.089198	0.060728	2
8.452581	7.012706	1
16.248969	15.927212	0
16.025422	14.987925	0
-0.075959	0.191382	2
0.717923	0.301395	2
7.488493	6.477581	1
8.545486	7.352707	1
15.837236	16.986995	0
9.265607	9.438112	1
9.015509	8.393822	1
8.550237	7.017137	1
6.764789	5.581526	1
6.615067	5.236313	1
10.122294	9.749279	1
-0.545155	0.902432	2
1.330549	1.504495	2
15.546714	12.560569	0
7.693368	8.421032	1
-1.371680	-0.242450	2
16.261835	16.124343	0
16.808944	17.693813	0
15.628645	15.549368	0
15.461983	15.340570	0
0.508129	-0.486825	2
1.168970	0.843917	2
8.092128	7.251498	1
7.784979	7.336950	1
7.726364	7.248051	1
0.527053	2.193911	2
7.051938	6.232861	1
-1.422134	-1.303857	2
9.581305	10.018180	1
-0.493000	-1.602899	2
0.312847	0.413455	2
7.766734	6.889510	1
-0.512743	0.903746	2
0.793678	0.791507	2
7.870994	8.653857	1
7.692717	7.357688	1
7.375356	6.363852	1
9.478117	10.515174	1
16.629215	16.484046	0
17.050705	17.943391	0
0.963770	2.355597	2
6.467918	5.167565	1
1.139529	1.990370	2
-2.634748	-1.271428	2
-0.125207	-0.647323	2
15.981888	15.044332	0
8.241115	7.124297	1
15.119723	16.656661	0
14.724638	14.805595	0
15.493726	15.073952	0
-0.303760	-0.982959	2
0.154065	-0.446895	2
1.645417	0.929859	2
15.557659	16.953987	0
6.840503	5.447145	1
8.437620	8.454742	1
8.802969	7.898082	1
8.134642	7.189165	1
7.295548	6.611266	1
0.132843	1.203508	2
15.982058	15.719268	0
16.822038	16.443134	0
15.565597	15.159139	0
15.886813	15.510899	0
0.213628	-0.024273	2
7.554389	7.408010	1
8.631657	10.121339	1
-0.780787	-0.360152	2
0.175788	0.550909	2
8.717957	9.021482	1
15.079113	15.492343	0
14.481441	13.469780	0
17.214386	15.831514	0
1.423329	1.382681	2
14.783727	15.099090	0
17.019793	15.909822	0
-1.031396	-1.385845	2
7.211104	7.240285	1
8.676018	9.276345	1
16.794376	16.638028	0
-0.088639	0.855938	2
16.431787	17.345028	0
17.039821	16.769604	0
15.089802	14.548120	0
-0.060958	0.256694	2
-0.198271	-0.456658	2
0.385982	2.085362	2
1.913607	2.887797	2
15.774773	17.568290	0
16.727661	16.539961	0
-1.061423	-1.540106	2
15.251175	15.935416	0
1.009530	-0.309122	2
8.540955	9.287758	1
7.213624	5.503297	1
8.327075	6.262921	1
7.929789	7.037840	1
15.343367	16.073790	0
16.749673	17.439725	0
1.003222	-1.175464	2
-0.966873	0.131671	2
16.841118	16.681363	0
17.492508	16.096415	0
14.092973	12.866977	0
1.517741	0.612071	2
8.510183	7.507583	1
0.265260	2.174285	2
16.807464	17.459212	0
-1.342909	-2.685321	2
6.640887	6.368585	1
8.612941	7.651627	1
17.037024	16.221643	0
-1.454935	-2.177184	2
9.045279	9.775162	1
0.097912	-0.460166	2
16.111639	17.687868	0
1.180634	0.269314	2
14.748719	15.115350	0
-0.478115	-2.716442	2
16.887634	16.403544	0
8.720322	7.370413	1
15.889024	15.744368	0
15.409559	14.950704	0
9.057708	10.866422	1
8.522423	9.104389	1
7.883818	7.045890	1
16.637143	15.902806	0
16.528261	16.803568	0
-1.574081	-2.705641	2
0.793154	1.425245	2
-1.182021	-0.916844	2
7.470187	7.123087	1
8.936673	8.230581	1
15.541926	13.830849	0
16.465899	17.807455	0
1.672883	0.062931	2
15.750710	14.727147	0
15.358371	14.794206	0
9.039977	10.633718	1
8.570983	8.982290	1
8.532136	9.751026	1
-0.239925	0.747037	2
-0.776825	-0.350626	2
14.197064	14.523157	0
15.830276	16.405304	0
16.300016	15.158819	0
15.808114	16.377943	0
0.781160	0.764312	2
0.277528	0.972539	2
16.285326	17.473200	0
9.225112	9.108178	1
8.423035	11.886232	1
8.084302	8.667711	1
15.374247	14.574407	0
17.825581	19.229750	0
-0.601339	-0.491105	2
6.183689	6.187396	1
-0.244799	0.585089	2
0.142364	-0.801592	2
7.441173	7.547400	1
-0.757610	-0.559218	2
8.840004	7.756787	1
17.138162	16.655182	0
13.788847	14.102711	0
15.276198	13.942864	0
16.986740	16.705902	0
17.777373	17.160388	0
15.305827	15.020969	0
15.426383	14.835540	0
18.326014	17.468017	0
-0.114042	-0.492946	2
18.493487	17.845771	0
0.738523	0.546897	2
1.490655	1.351390	2
1.255875	0.828808	2
16.668887	16.526306	0
-0.009275	-0.545139	2
0.146692	0.806741	2
16.882872	17.541140	0
14.808868	14.619543	0
15.237182	13.764164	0
17.325429	17.783149	0
15.096407	16.714638	0
0.550476	1.591299	2
8.967189	8.627865	1
6.176325	4.516547	1
-1.084311	-1.062824	2
9.409204	8.588257	1
7.821174	8.956057	1
0.050454	0.445738	2
16.663044	17.446636	0
8.656205	9.508142	1
0.572440	1.104810	2
-0.143950	-0.564332	2
7.532482	6.999326	1
15.380431	13.854646	0
8.291115	8.976275	1
15.903474	14.698517	0
-0.000785	1.427496	2
14.936998	14.548890	0
0.427733	1.985705	2
6.385235	6.403584	1
16.666461	16.735390	0
-0.073031	1.634304	2
-0.213922	-1.710961	2
8.357915	8.761938	1
9.145678	8.559905	1
16.077692	15.181433	0
8.432479	8.472271	1
8.700974	9.268201	1
0.384769	-0.177765	2
10.120494	11.515048	1
16.435251	16.036628	0
15.967591	14.754860	0
15.991523	15.871350	0
7.279948	7.706564	1
14.479806	15.205932	0
-1.543038	-1.520402	2
7.400719	8.323198	1
14.538226	15.267992	0
7.681805	7.218673	1
8.339560	8.809800	1
0.048916	-0.626100	2
7.825625	9.898945	1
7.855047	9.998587	1
-1.024869	-1.677231	2
7.473601	7.189828	1
9.407622	8.953196	1
14.944728	13.899334	0
8.212363	6.352945	1
16.700132	15.971101	0
-1.841793	-1.991309	2
7.602763	9.270402	1
0.829939	0.079214	2
8.092472	8.831048	1
15.219470	13.669095	0
6.676661	6.992996	1
15.967388	16.282402	0
16.431055	17.224871	0
0.409664	-0.352758	2
0.749429	0.838083	2
8.447303	6.816936	1
17.123477	18.600438	0
17.162887	15.971441	0
-1.260612	1.374718	2
