8.535789	7.198751
9.022158	9.667242
7.387965	7.188798
9.591014	11.306314
8.760379	8.641685
9.518667	9.155874
8.150827	9.254239
10.384161	7.886226
8.534133	8.952776
9.504616	9.672369
9.200588	11.153141
8.003238	6.166728
9.286081	9.385821
8.753073	9.713050
10.037225	10.206263
10.256580	7.878213
10.762030	9.586632
8.348929	7.081850
7.209748	7.221414
8.003090	8.005081
10.296054	10.152317
9.553427	10.489724
9.567946	9.285499
8.962348	9.537584
8.981894	7.951090
10.064754	10.345559
9.287118	9.081568
7.690771	7.151610
9.590006	10.551988
8.567621	9.878348
10.053518	9.088798
8.332472	6.447852
8.261937	7.031904
10.261952	10.284807
9.262558	8.895092
9.317092	9.030746
8.695368	10.204164
10.502926	11.018220
7.842099	7.827710
9.391984	11.116214
10.256606	10.105061
9.452367	11.576045
8.049105	9.035169
7.116334	7.893901
7.916220	6.557491
9.938999	10.406458
9.113720	7.932764
9.249497	9.087233
8.618321	8.942593
8.572770	8.772263
9.632736	8.904210
8.511909	8.622780
9.188286	7.986323
8.898932	8.817871
8.946919	10.582221
8.257377	8.669909
9.503402	10.047730
9.343961	10.676822
10.417880	9.923662
7.334001	6.392714
11.250551	11.968648
10.250705	10.568993
8.265981	8.233210
8.934127	10.671779
8.387657	7.039668
9.497594	9.872274
8.501582	9.178324
9.729351	8.878592
7.579027	6.279574
9.739601	9.020241
8.182278	5.994588
8.646242	6.843696
8.908268	9.612027
8.772052	9.173516
9.399235	8.818965
8.115249	9.305951
8.330948	5.627267
9.884465	9.291229
8.925177	6.610025
10.173108	11.051571
10.119218	10.316242
9.772406	10.827387
8.218156	7.963064
9.345027	10.263209
10.112957	10.315890
8.441803	8.291985
7.985526	7.413298
8.239966	9.519284
10.078228	12.111242
8.640354	7.509842
9.158219	9.116715
8.620371	7.937054
6.220948	5.768152
10.238022	10.078503
10.430318	11.593291
10.113845	10.089415
10.474866	10.933377
8.356046	8.128561
9.026769	8.685271
9.911789	10.440107
10.985589	10.705569
8.846543	8.602898
7.656891	7.837427
8.870827	8.708336
10.170792	10.773822
8.576874	9.617216
9.692918	9.070664
7.282927	4.641255
9.725435	9.896433
7.249735	5.716206
10.332640	10.945533
8.884470	9.856409
8.700173	8.130200
9.914708	9.809453
7.212653	7.575006
8.670083	8.962570
10.284206	8.471072
9.197125	12.535598
7.778750	6.565104
9.407904	8.816287
9.789142	12.119564
9.304392	9.980280
10.530828	10.128955
9.280706	8.407135
7.744900	7.648996
9.801127	9.351220
7.690882	7.640431
9.227081	9.814892
8.445685	8.593011
7.204869	7.511688
9.350192	7.942087
8.768378	8.497883
8.484877	7.866590
9.851940	10.640539
9.524605	8.268619
8.350752	7.947272
9.613286	11.997434
8.656058	9.333262
8.927682	8.750617
8.175975	8.903278
9.974780	9.815350
9.585952	9.716748
9.701670	9.236853
8.899617	8.629371
9.614722	9.758926
8.367496	6.404565
7.390728	7.163357
9.346689	9.136336
10.156396	9.541811
8.316202	8.917798
9.207031	10.005884
9.003336	9.046033
9.193586	10.078091
8.741337	8.687452
9.535829	10.308666
9.047370	7.715113
10.090087	8.601088
8.514084	9.789960
8.142782	7.488550
7.888274	6.374965
9.500616	9.770645
9.632533	10.718372
8.233674	8.746950
11.222267	11.906215
9.683121	8.841943
8.250913	10.026711
7.669865	7.904179
8.656071	8.449432
8.629519	8.674731
8.118362	9.463199
9.653181	10.635776
8.446026	8.409961
7.964590	10.036311
11.385052	11.073161
8.720047	8.511713
9.314558	9.523694
8.085586	8.504246
8.819781	8.617297
10.637835	9.790293
8.306725	7.991514
8.807885	9.485139
9.430987	8.822549
9.206128	9.716252
8.054931	9.000326
8.599036	9.137792
8.705356	9.252158
8.482901	8.206056
9.832326	11.545853
9.692109	9.824436
9.365939	8.858360
7.114491	4.868484
8.871651	6.993004
8.480144	9.178468
10.612768	9.492275
10.213762	10.290629
10.054190	9.913593
8.847826	7.510273
8.654823	8.243739
9.144403	8.629888
9.513232	8.958008
8.042543	6.850924
7.133580	8.521401
6.058506	5.171268
7.506249	7.354492
6.866089	5.984117
8.568751	7.694524
8.820419	8.432125
9.757890	9.682491
9.207380	11.052876
11.270164	12.404005
10.034893	10.656383
9.535653	9.019705
8.863434	8.631214
9.342110	10.372848
8.718852	10.944661
9.396004	10.668091
9.717310	11.388912
8.015932	8.643706
9.149110	9.578125
11.550727	11.725339
9.666314	8.445979
9.189573	9.316002
7.634076	7.736792
8.443999	7.448825
8.223991	8.407399
8.262578	7.578328
6.204577	5.515979
10.665659	9.625277
7.563098	9.434091
8.108863	8.581839
8.926221	10.416598
9.211922	8.561948
8.016897	8.443119
8.706249	9.075828
7.961246	7.419029
9.067176	9.652764
9.620569	10.185326
7.818827	8.281947
8.978481	9.706941
9.189944	10.225065
8.818425	6.039991
10.614218	10.990513
9.044976	6.778524
9.696810	11.153732
7.430097	8.468774
8.245256	7.039579
7.959956	9.382344
8.110821	8.114826
9.684220	10.048789
9.215613	9.975008
7.521451	7.844908
8.698140	9.338325
9.405216	9.347109
8.493622	10.079174
9.326900	9.427654
9.438809	7.445043
9.457442	9.995588
8.164381	8.153398
10.591451	9.730360
7.591687	7.517038
11.586631	10.909704
9.507384	9.578826
10.013612	9.605440
10.753920	11.170762
9.558308	9.150117
8.655722	9.812071
8.400094	8.639013
9.807859	10.433990
9.075954	9.156679
9.435722	8.598401
9.716190	8.898477
8.755902	8.936668
9.919926	10.620838
8.419120	7.123708
8.426944	9.612609
8.843237	9.578148
8.663041	8.631680
7.248669	5.575090
9.840656	10.702181
8.866476	8.014313
9.574583	9.255065
10.838006	11.686438
7.328224	7.468625
9.585248	9.768186
9.695616	9.852370
9.963359	8.791814
9.307685	9.275134
9.487506	9.062105
9.058376	9.808706
8.442853	6.926989
8.214521	6.845991
9.174088	8.192068
9.274843	9.796463
8.948829	9.370221
9.281046	8.617027
9.845560	9.982563
9.555726	8.351281
8.766255	7.159872
7.230790	7.698153
8.821921	7.283391
8.634923	9.748652
8.455914	8.156820
9.186726	10.498266
10.538627	10.282219
8.895099	8.412279
7.306683	7.861093
8.664622	10.458405
10.149304	10.561720
8.736103	7.156876
9.342131	9.452319
9.590774	9.583912
7.845914	8.026091
7.794472	7.201996
9.590833	9.880730
8.940264	7.811772
8.447737	8.115770
10.740781	10.044843
9.387088	8.501111
10.582986	8.594156
10.486965	9.961336
9.740725	9.997809
9.242789	10.271368
10.943823	10.113430
8.489957	9.210593
9.346422	10.168511
7.997997	6.869145
8.071392	7.813663
9.039932	8.507007
9.482236	9.585470
7.606716	5.981850
7.217664	7.452710
11.400967	9.915341
8.598671	7.739985
10.097478	10.401083
8.910556	7.631585
6.970224	6.938317
8.491748	8.057672
8.925502	9.089180
9.307914	9.938595
8.665361	6.892629
8.473981	7.834464
8.680343	7.910505
7.900919	8.251175
9.682470	9.109133
8.053957	8.159215
9.100479	8.394257
8.393030	8.513351
10.557991	11.071125
7.637878	6.530127
9.290692	9.119049
9.395674	9.341813
9.070922	8.752495
9.575136	10.269278
9.665393	9.347023
10.253014	11.488212
8.963544	8.739548
9.696310	9.778255
9.113567	7.784454
9.787119	9.472004
8.429654	9.708777
9.737266	8.744888
9.942051	9.256838
